1,28
1,13
1,24
1,15
1,26
1,10
1,7
1,3
1,18
1,11
1,25
1,9
2,18
2,9
2,1
2,19
2,12
3,10
3,26
3,28
3,23
3,27
4,20
4,14
4,13
4,3
4,10
4,27
4,18
4,23
5,10
5,26
5,9
5,27
5,2
5,18
5,12
5,23
5,11
5,22
5,20
5,16
5,25
5,14
5,8
5,6
5,24
5,4
5,15
5,19
5,1
5,28
5,21
5,7
6,26
6,11
7,2
7,19
7,18
7,8
7,4
7,12
7,6
7,28
7,1
7,25
7,14
7,24
7,26
7,11
7,5
7,3
7,23
8,11
8,9
8,18
8,2
8,25
8,12
8,19
8,20
8,21
8,17
8,22
8,28
8,14
8,24
8,10
8,13
8,7
8,23
8,4
8,15
8,3
9,22
9,26
9,23
9,3
9,8
9,19
10,20
10,16
10,6
11,26
11,16
11,2
11,19
11,17
11,23
11,4
11,27
11,22
11,12
11,5
11,10
11,18
11,14
11,8
11,6
11,21
11,24
11,25
11,13
11,28
11,9
11,1
11,15
11,20
11,7
11,3
12,20
12,7
12,8
12,9
12,25
13,16
13,3
13,10
13,27
13,18
13,8
13,20
13,9
13,11
13,7
13,24
13,1
13,2
13,21
13,22
13,17
13,5
13,6
14,19
14,25
14,6
14,8
14,2
14,26
14,12
14,11
15,13
15,28
16,28
16,9
16,26
16,1
16,5
16,24
16,22
16,17
16,11
16,13
16,7
16,8
16,10
16,3
16,12
16,14
17,21
17,9
17,12
17,16
17,7
17,1
17,23
17,5
17,22
17,14
17,20
17,2
18,28
18,9
18,20
18,24
18,16
18,14
18,3
18,19
18,22
18,5
18,11
18,21
18,17
18,2
18,26
18,23
18,12
18,8
18,1
18,4
18,25
18,7
19,17
19,10
19,9
19,11
19,26
19,21
19,12
19,6
19,14
19,2
19,25
19,23
19,13
20,15
20,1
20,3
20,25
20,12
20,19
20,2
20,26
20,18
20,8
20,14
20,28
20,6
20,16
20,4
20,13
20,21
20,27
20,9
20,5
21,24
21,19
21,15
21,12
21,28
21,22
21,14
21,9
21,1
21,13
21,8
21,10
21,18
21,17
21,2
21,25
21,20
21,5
21,11
21,23
21,16
21,26
21,6
21,4
22,4
22,18
22,13
22,28
22,23
23,2
23,13
23,26
23,27
23,4
23,28
23,18
23,8
23,14
23,9
23,7
23,24
23,11
23,15
23,22
23,1
23,19
23,17
24,3
24,28
24,10
24,14
24,16
24,22
24,6
24,21
24,19
24,20
24,1
24,4
24,8
24,25
24,5
24,27
24,17
24,2
24,12
24,7
24,15
24,23
24,11
24,18
24,13
25,6
25,20
25,11
25,18
25,13
25,28
25,12
25,3
25,2
25,15
25,10
25,24
26,5
26,17
26,10
26,6
26,2
26,1
26,23
26,13
26,12
26,14
27,18
27,7
28,25
28,27
28,15
28,5
28,3
28,16
28,6
28,9
28,8
28,26
28,24
28,20
28,22
28,14
28,11
28,17
28,21
28,12
28,10
28,13
28,1
28,7
