1,18
2,25
2,4
2,6
2,10
2,19
2,3
3,6
3,18
3,16
3,20
3,26
3,224,24
4,27
4,21
4,22
4,10
4,2
5,23
5,3
5,22
5,17
5,10
5,25
5,15
5,16
5,12
5,4
5,11
5,14
5,9
5,18
5,217,20
8,25
8,2
8,11
8,26
8,10
8,5
8,12
8,6
8,19
8,23
8,14
8,7
8,1
9,3
9,19
9,7
9,4
10,17
10,14
10,7
10,25
10,11
10,23
10,16
10,24
10,12
10,28
11,8
11,14
11,17
11,25
11,5
11,4
11,1
11,9
11,16
11,28
11,24
11,23
11,20
11,13
11,12
11,2
11,27
12,16
12,28
12,26
12,20
12,6
12,27
12,1
12,14
12,22
12,24
12,9
12,3
13,12
13,7
13,3
13,10
13,15
13,21
13,28
13,8
13,16
13,23
13,9
13,20
13,6
13,24
13,4
14,26
14,18
14,11
14,10
14,16
14,6
14,23
14,1
14,5
14,8
14,22
14,2
15,1
15,13
15,7
15,25
15,6
15,12
16,18
16,13
16,23
16,3
16,26
16,7
16,12
16,5
16,1
16,15
16,11
16,14
16,24
16,20
16,4
17,18
17,13
17,10
17,7
17,15
17,2
17,20
17,26
17,21
17,6
17,25
17,23
17,9
18,24
18,3
18,11
18,8
18,27
18,15
18,9
18,23
18,28
19,10
19,20
19,16
19,2
19,3
19,22
19,11
19,6
19,21
19,26
19,24
19,4
19,14
19,23
19,18
19,7
19,27
19,17
19,13
19,5
19,12
19,9
19,8
20,18
20,25
20,22
20,15
20,3
20,10
20,13
20,6
20,14
20,28
20,9
20,16
20,23
20,1
20,11
20,17
20,24
20,26
20,8
20,27
20,2
20,12
20,5
20,19
20,4
21,15
21,18
21,22
21,4
21,20
21,1
22,21
22,26
22,17
22,2
22,16
22,7
22,28
22,14
22,24
22,19
23,10
23,20
24,2
24,3
24,9
24,13
24,14
24,12
24,8
24,23
24,28
24,19
25,5
25,19
25,17
25,21
25,2
25,14
25,26
25,13
25,4
25,22
25,6
25,12
25,11
25,20
26,15
26,5
26,14
26,7
26,9
26,21
26,27
26,28
26,16
26,2
26,11
26,22
26,1
26,20
26,18
26,3
27,11
27,9
27,20
27,7
27,12
28,12
28,1
28,24
28,8
28,22
28,26
28,27
28,9
28,25
28,2
28,6
28,7
28,21
28,3
28,19
28,16
28,20
28,17
28,18
28,4
28,23
28,11
28,5
28,10
28,14
