1,15
1,6
1,18
1,16
1,3
1,25
1,24
1,22
1,10
1,5
1,9
1,7
1,12
1,26
1,20
1,21
1,4
1,2
1,14
1,23
1,27
1,17
2,25
2,24
2,21
2,28
2,1
2,9
2,6
2,20
2,22
2,16
2,15
2,13
2,26
2,10
2,18
2,19
2,14
2,27
2,8
3,18
3,25
3,7
3,27
3,13
3,19
3,4
3,14
3,22
3,10
3,12
4,28
4,15
4,24
4,6
4,27
4,21
4,19
4,14
4,18
4,5
4,16
4,7
4,1
4,17
5,7
5,6
5,26
5,23
5,24
5,27
5,19
5,2
5,3
5,21
5,1
5,8
5,16
5,4
5,17
5,13
5,18
5,20
5,11
5,10
5,14
5,15
5,25
5,22
6,17
6,22
6,21
6,24
6,9
6,7
6,11
6,1
6,4
6,2
6,12
6,26
6,14
6,19
6,28
6,15
6,18
6,25
6,16
6,10
6,3
6,20
7,27
7,20
7,17
7,1
7,16
7,13
7,28
7,15
7,22
7,12
7,9
7,10
7,2
7,14
7,3
7,26
7,8
7,19
7,23
7,25
7,4
7,5
7,11
7,24
7,18
7,6
8,22
8,12
8,20
8,18
8,15
8,24
8,21
8,11
8,26
8,6
8,13
8,28
8,14
8,1
8,27
8,23
8,4
8,19
8,2
8,5
8,9
8,7
9,24
9,11
9,26
9,2
9,21
9,27
9,7
9,19
9,17
9,4
9,28
9,14
9,15
9,5
9,18
9,3
9,25
9,10
9,16
9,1
9,8
9,12
9,13
9,23
9,20
9,6
9,22
10,18
10,28
10,14
10,3
10,13
10,15
10,20
10,7
10,8
10,5
10,17
10,26
10,11
10,25
10,2
10,19
10,23
10,1
10,21
10,9
10,24
10,27
10,6
10,4
11,4
11,25
11,7
11,24
11,13
11,3
11,6
11,10
11,15
11,27
11,28
11,18
11,12
11,14
11,1
11,22
11,5
11,20
11,17
11,21
11,8
11,23
11,9
11,2
11,19
11,16
11,26
12,8
12,15
12,14
12,3
12,6
12,1
12,20
12,25
12,2
12,11
12,4
12,27
12,5
12,10
12,23
12,13
12,26
12,7
12,17
12,21
12,19
12,16
12,24
12,18
12,22
12,28
12,9
13,14
13,19
13,3
13,23
13,17
13,27
13,4
13,20
13,28
13,22
13,2
13,16
13,7
13,6
13,11
13,1
13,12
13,10
13,26
13,18
13,24
13,5
13,21
13,8
14,15
14,11
14,22
14,8
14,16
14,27
14,3
14,12
14,17
14,21
14,28
14,18
14,2
15,28
15,5
15,19
15,18
15,9
15,10
15,6
15,22
15,14
15,11
15,1
15,3
15,17
15,16
15,13
15,8
15,27
15,23
15,7
15,2
15,24
15,20
15,26
15,12
16,28
16,26
16,23
16,6
16,12
16,22
16,17
16,1
16,5
16,20
16,4
16,9
16,15
17,4
17,26
17,8
17,11
17,27
18,28
18,16
19,18
19,16
19,24
19,22
19,13
19,8
20,25
20,16
20,22
20,15
20,24
20,4
20,11
20,10
20,17
20,2
20,23
20,26
20,1
20,28
21,27
21,1
21,24
21,12
21,14
21,23
21,26
21,2
21,20
21,25
21,8
21,18
21,10
21,7
21,22
21,4
21,6
21,9
21,15
21,3
21,28
21,11
22,6
22,2
22,20
22,11
22,1
22,19
22,16
22,17
22,12
22,14
22,23
22,28
22,25
22,18
22,3
22,10
22,21
22,8
22,15
22,24
22,7
22,4
23,3
23,2
23,13
23,26
23,4
23,7
23,25
24,10
24,3
24,17
24,11
24,7
24,16
24,2
24,4
24,13
24,8
24,12
25,18
25,12
25,5
25,7
25,9
26,21
26,23
26,12
26,15
26,22
26,24
26,17
26,5
26,20
26,3
26,10
26,11
26,27
26,25
26,1
26,9
26,19
26,13
26,14
26,7
26,8
26,28
26,2
26,18
26,4
27,20
27,7
27,21
27,4
27,1
27,3
27,11
27,6
27,12
28,18
28,24
