1,2
1,9
1,21
1,12
1,15
2,11
2,13
2,10
2,5
2,19
2,1
2,6
3,1
3,27
3,7
3,21
3,16
3,17
3,13
3,4
3,15
3,5
3,20
3,10
3,14
3,2
3,12
3,8
3,11
4,2
4,3
4,15
4,24
4,13
4,22
4,9
4,1
4,14
4,8
4,18
4,20
4,12
5,10
5,3
5,15
5,21
5,23
6,18
6,2
6,13
6,7
6,21
7,3
7,5
7,17
7,13
7,28
7,24
7,19
7,26
7,21
7,18
7,25
7,2
7,11
7,9
7,6
7,27
7,10
7,20
7,1
7,4
7,15
7,8
7,14
7,23
7,12
8,21
8,15
8,3
8,14
8,26
8,2
8,24
8,23
8,11
8,7
8,4
8,17
8,25
8,12
8,9
8,6
8,18
8,27
8,13
9,12
9,14
9,20
9,8
9,17
9,1
9,19
9,3
9,27
9,18
10,7
11,5
11,12
11,9
11,17
11,15
11,4
11,21
11,28
11,8
11,2
11,25
11,20
11,16
11,6
11,24
12,15
12,27
13,2
13,4
13,15
13,12
13,28
13,25
13,23
13,21
13,19
13,9
13,16
13,8
13,3
13,6
13,27
13,17
13,10
13,24
13,20
13,22
13,18
13,26
13,7
13,5
13,1
14,1
14,27
14,10
14,28
14,15
14,17
14,13
14,24
14,23
14,11
14,26
14,20
14,2
14,18
14,9
14,4
14,19
14,16
14,7
14,12
14,21
14,6
14,8
14,5
14,25
15,28
15,14
16,6
16,14
16,15
16,2
16,25
16,12
16,1
16,26
16,17
16,7
16,22
16,13
16,3
16,8
16,23
16,10
16,19
16,21
16,11
16,28
16,5
16,9
16,27
16,4
16,18
16,20
16,24
17,24
17,18
17,7
17,25
17,26
17,6
17,19
17,9
17,5
17,8
17,20
17,11
17,16
17,14
17,22
17,10
17,1
17,12
17,4
18,14
18,10
18,2
18,8
18,16
18,22
18,5
18,12
18,3
18,23
18,21
18,6
18,1
18,17
18,9
18,19
18,26
18,4
18,20
18,13
18,28
18,24
18,7
18,27
19,12
19,15
19,26
19,9
20,17
20,24
20,5
20,28
20,13
20,9
20,6
20,15
20,11
20,7
20,12
20,26
20,3
20,16
20,2
20,10
20,23
20,8
20,27
20,18
20,22
20,1
20,21
20,14
21,8
21,26
21,20
21,13
21,10
21,1
21,6
21,7
21,19
21,15
21,17
21,2
22,3
22,23
22,18
22,8
22,12
22,14
22,4
22,9
22,17
22,20
22,15
22,2
22,13
22,7
22,24
22,10
22,21
22,26
22,19
22,11
23,6
23,25
23,5
23,11
23,16
23,3
23,18
23,22
23,27
23,19
23,21
23,28
23,24
23,8
23,17
23,26
23,13
23,7
23,20
23,4
24,21
24,12
24,17
24,1
24,18
24,20
24,11
24,26
24,8
24,9
24,22
24,25
24,14
24,5
24,3
25,10
25,7
25,2
25,13
25,28
25,8
25,9
25,22
26,6
26,1
26,24
26,14
26,22
26,9
26,19
26,12
26,21
26,18
26,10
26,5
26,13
26,27
26,23
26,4
26,15
27,18
27,4
27,5
27,7
27,22
27,11
27,10
27,16
27,20
27,1
27,19
27,13
27,23
28,22
28,11
28,3
28,14
28,20
28,21
28,2
28,27
28,10
28,16
28,24
28,18
28,25
