1,17
1,9
1,5
1,24
1,4
1,26
1,7
1,8
1,2
1,6
1,10
1,28
1,22
1,21
1,12
1,3
1,11
2,15
2,25
2,6
2,7
2,21
3,5
3,24
3,17
3,13
3,12
3,20
3,11
3,21
3,22
3,16
3,6
3,2
3,25
3,19
3,28
4,18
4,15
4,20
4,17
4,11
4,5
4,25
4,8
4,24
4,2
4,19
4,22
4,21
4,13
4,14
4,9
4,16
4,26
4,27
4,1
5,15
5,20
5,8
5,26
5,19
5,9
5,28
5,1
5,10
5,7
6,27
6,8
6,17
6,9
6,22
6,25
6,3
6,2
6,11
6,16
6,7
6,28
6,12
6,20
6,23
6,14
6,24
6,21
6,10
6,4
6,26
7,12
7,16
7,25
7,28
7,23
7,4
7,19
7,15
7,24
7,8
7,17
8,3
8,27
8,13
8,5
8,26
8,17
8,15
8,10
8,21
8,9
9,5
9,22
9,11
9,17
9,24
9,13
9,18
9,12
9,16
9,1
9,7
9,4
9,15
9,2
9,23
9,20
9,19
9,14
9,10
9,8
9,28
9,3
10,8
10,20
10,6
10,21
10,17
10,19
10,16
10,27
10,1
10,12
10,24
10,2
10,3
10,11
10,5
10,23
10,22
10,15
10,25
11,22
11,13
11,9
11,25
11,10
11,15
11,17
11,5
11,6
11,1
11,27
11,24
11,12
11,8
11,3
11,14
11,20
11,4
11,7
11,21
11,23
12,10
12,4
12,8
12,14
12,20
12,22
12,1
12,18
12,13
12,9
12,2
12,7
12,5
12,15
12,17
12,3
12,6
12,27
13,16
13,12
13,15
13,5
13,23
13,2
13,17
13,25
13,3
13,21
13,26
13,9
13,18
13,19
13,27
13,7
13,20
13,10
13,24
13,1
13,11
13,8
13,4
13,28
14,2
14,21
14,18
14,15
14,9
14,10
14,27
14,5
14,7
14,1
14,13
15,9
15,3
15,19
15,13
15,27
15,23
15,17
15,25
15,24
15,12
15,18
15,16
15,5
15,10
15,7
15,14
15,6
15,11
16,22
16,18
17,3
17,28
17,2
17,6
17,14
17,7
17,1
17,9
17,24
17,19
17,12
17,16
17,26
17,15
17,13
17,27
17,25
17,22
18,13
18,14
18,8
18,1
18,21
18,26
18,3
18,15
18,10
18,16
18,9
18,28
18,27
18,22
19,17
19,7
19,9
19,18
19,21
19,8
19,14
19,20
19,6
19,16
19,5
20,23
20,27
20,12
20,14
20,4
20,3
20,22
20,16
20,1
20,7
20,5
21,13
21,18
21,1
21,8
21,23
21,24
21,25
21,9
21,20
21,14
21,11
21,28
21,27
22,28
22,20
22,8
22,13
22,21
22,2
22,27
22,1
22,16
22,23
22,6
22,5
22,10
22,4
22,14
22,25
22,11
22,18
22,7
22,15
23,20
23,11
23,4
23,16
23,9
23,24
23,27
23,2
23,18
23,12
23,8
23,22
23,7
23,19
23,25
23,5
23,26
23,21
23,14
23,10
23,6
23,1
23,28
23,17
23,13
23,3
24,10
24,8
24,27
24,1
24,21
24,6
24,23
24,26
24,14
24,18
24,20
24,12
24,16
24,5
24,28
24,3
24,9
24,22
24,25
24,15
24,2
25,20
25,22
25,1
25,15
25,21
25,24
25,28
25,3
25,7
25,11
25,13
25,5
25,4
25,18
25,16
25,6
25,26
25,12
25,17
25,10
25,27
25,8
25,19
25,14
26,12
26,4
26,27
26,24
26,2
26,21
26,14
26,19
26,7
26,28
26,8
26,17
26,16
26,6
26,1
26,13
27,9
27,4
28,17
28,2
28,18
28,19
28,25
28,27
28,21
28,8
28,7
28,4
28,6
28,12
28,11
28,10
28,26
28,3
28,5
28,1
28,22
28,20
28,14
28,24
28,9
28,13
